name,offset,total_size,type_size,type,description,access,array_size,bit_offset,bits,default,flag,invalid,max,min
i2c.status.busy,321,,1,,i2c bus is BUSY,0,,4,1,,VOLATILE,,,
i2c.status.rsr,321,,1,,Repeated start detected,0,,5,1,,,,,
i2c.status.res,321,,1,,Reserved bits,1,,6,2,,,,,
i2c.dut_sda.io_type,322,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
i2c.dut_sda.pull,322,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
i2c.dut_sda.set_level,322,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
i2c.dut_sda.level,322,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,VOLATILE,,,
i2c.dut_sda.res,322,,1,,Reserved bits,1,,6,2,,,,,
i2c.dut_scl.io_type,323,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
i2c.dut_scl.pull,323,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
i2c.dut_scl.set_level,323,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
i2c.dut_scl.level,323,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,VOLATILE,,,
i2c.dut_scl.res,323,,1,,Reserved bits,1,,6,2,,,,,
i2c.clk_stretch_delay,324,,2,uint16_t,Clock stretch the first byte in us,1,,,,,,,,
i2c.slave_addr_1,326,,2,uint16_t,Primary slave address,1,,,,85,,125,124,8
i2c.slave_addr_2,328,,2,uint16_t,Secondary slave address,1,,,,66,,126,124,8
i2c.state,330,,2,uint16_t,Current state of i2c frame - 0:initialized - 1:reading data - 2-write address received - 3-1st reg byte received - 4-writing data - 5-NACK - 6-stopped,0,,,,,VOLATILE,,,
i2c.reg_index,332,,2,uint16_t,current index of i2c pointer,0,,,,,,,,
i2c.start_reg_index,334,,2,uint16_t,start index of i2c pointer,0,,,,,,,,
i2c.r_count,336,,1,uint8_t,Last read frame byte count - only in reg if_type 0,1,,,,,,,,
i2c.w_count,337,,1,uint8_t,Last write frame byte count - only in reg if_type 0,1,,,,,,,,
i2c.r_ticks,338,,4,uint32_t,Ticks for read byte,0,,,,,,,,
i2c.w_ticks,342,,4,uint32_t,Ticks for write byte,0,,,,,,,,
i2c.s_ticks,346,,4,uint32_t,Ticks for start and address,0,,,,,,,,
i2c.f_r_ticks,350,,4,uint32_t,Ticks for full read frame after the address is acked,0,,,,,,,,
i2c.f_w_ticks,354,,4,uint32_t,Ticks for full write frame,0,,,,,,,,
i2c.res,358,26,1,uint8_t,Reserved bytes,0,26,,,,,,,
spi.mode.init,384,,1,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
spi.mode.disable,384,,1,,0:periph is enabled - 1:periph is disabled,1,,1,1,,,,,
spi.mode.cpha,384,,1,,0:CK to 0 when idle - 1:CK to 1 when idle,1,,2,1,,,,,
spi.mode.cpol,384,,1,,0:the first clock transition is the first data capture edge - 1:the second clock transition is the first data capture edge,1,,3,1,,,,,
spi.mode.if_type,384,,1,,Sets spi modes since slave cannot responds immediately - 0:access registers with spi - 1:preloads reg address to 0 for high speed tests - 2:echos SPI bytes - 3:always output user reg 0 (use for timing),1,,4,2,,,,,
spi.mode.reg_16_bit,384,,1,,0:8 bit register access - 1:16 bit register access mode,1,,6,1,,,,,
spi.mode.reg_16_big_endian,384,,1,,0:little endian for 16 bit mode - 1:big endian for 16 bit mode,1,,7,1,,,,,
spi.status.bsy,385,,1,,Busy flag,0,,0,1,,,,,
spi.status.ovr,385,,1,,Overrun flag,0,,1,1,,,,,
spi.status.modf,385,,1,,Mode fault,0,,2,1,,,,,
spi.status.udr,385,,1,,Underrun flag,0,,3,1,,,,,
spi.status.clk,385,,1,,0:sclk line low - 1:sclk line high,0,,4,1,,,,,
spi.status.start_clk,385,,1,,SCLK reading at start of frame - 0:sclk line low - 1:sclk line high,0,,5,1,,,,,
spi.status.end_clk,385,,1,,SCLK reading at end of frame - 0:sclk line low - 1:sclk line high,0,,6,1,,,,,
spi.status.index_err,385,,1,,Register index error,0,,7,1,,,,,
spi.dut_mosi.io_type,386,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
spi.dut_mosi.pull,386,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
spi.dut_mosi.set_level,386,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
spi.dut_mosi.level,386,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,,,,
spi.dut_mosi.res,386,,1,,Reserved bits,1,,6,2,,,,,
spi.dut_miso.io_type,387,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
spi.dut_miso.pull,387,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
spi.dut_miso.set_level,387,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
spi.dut_miso.level,387,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,,,,
spi.dut_miso.res,387,,1,,Reserved bits,1,,6,2,,,,,
spi.dut_sck.io_type,388,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
spi.dut_sck.pull,388,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
spi.dut_sck.set_level,388,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
spi.dut_sck.level,388,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,,,,
spi.dut_sck.res,388,,1,,Reserved bits,1,,6,2,,,,,
spi.dut_nss.io_type,389,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
spi.dut_nss.pull,389,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
spi.dut_nss.set_level,389,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
spi.dut_nss.level,389,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,,,,
spi.dut_nss.res,389,,1,,Reserved bits,1,,6,2,,,,,
spi.state,390,,2,uint16_t,Current state of the spi bus - 0:initialized - 1:NSS pin just lowered - 2:writing to reg - 3:reading reg - 4:transferring data - 5:NSS up and finished,0,,,,,,,,
spi.reg_index,392,,2,uint16_t,Current index of reg pointer,0,,,,,,,,
spi.start_reg_index,394,,2,uint16_t,Start index of reg pointer,0,,,,,,,,
spi.r_count,396,,1,uint8_t,Last read frame byte count,0,,,,,,,,
spi.w_count,397,,1,uint8_t,Last write frame byte count,0,,,,,,,,
spi.transfer_count,398,,1,uint8_t,The amount of bytes in the last transfer ,0,,,,,,,,
spi.frame_ticks,399,,4,uint32_t,Ticks per frame,0,,,,,,,,
spi.byte_ticks,403,,4,uint32_t,Ticks per byte,0,,,,,,,,
spi.prev_ticks,407,,4,uint32_t,Holder for previous byte ticks,0,,,,,,,,
spi.res,411,5,1,uint8_t,Reserved bytes,0,5,,,,,,,
uart.mode.init,416,,2,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
uart.mode.disable,416,,2,,0:periph is enabled - 1:periph is disabled,1,,1,1,,,,,
uart.mode.if_type,416,,2,,0:echos - 1:echos and adds one - 2:reads application registers - 3:constantly transmits,1,,2,2,,,,,
uart.mode.stop_bits,416,,2,,0:1 stop bit - 1:2 stop bits,1,,4,1,,,,,
uart.mode.parity,416,,2,,0:no parity - 1:even parity - 2:odd parity,1,,5,2,,,,,
uart.mode.rts,416,,2,,RTS pin state,1,,7,1,,,,,
uart.mode.data_bits,416,,2,,0:8 data bits - 1:7 data bits,1,,8,1,,,,,
uart.mode.res,416,,2,,Reserved bits,1,,9,7,,,,,
uart.dut_rx.io_type,418,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
uart.dut_rx.pull,418,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
uart.dut_rx.set_level,418,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
uart.dut_rx.level,418,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,,,,
uart.dut_rx.res,418,,1,,Reserved bits,1,,6,2,,,,,
uart.dut_tx.io_type,419,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
uart.dut_tx.pull,419,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
uart.dut_tx.set_level,419,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
uart.dut_tx.level,419,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,,,,
uart.dut_tx.res,419,,1,,Reserved bits,1,,6,2,,,,,
uart.dut_cts.io_type,420,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
uart.dut_cts.pull,420,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
uart.dut_cts.set_level,420,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
uart.dut_cts.level,420,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,VOLATILE,,,
uart.dut_cts.res,420,,1,,Reserved bits,1,,6,2,,,,,
uart.dut_rts.io_type,421,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
uart.dut_rts.pull,421,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
uart.dut_rts.set_level,421,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
uart.dut_rts.level,421,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,VOLATILE,,,
uart.dut_rts.res,421,,1,,Reserved bits,1,,6,2,,,,,
uart.baud,422,,4,uint32_t,Baudrate,1,,,,,,,,
uart.mask_msb,426,,1,uint8_t,Masks the data coming in if 7 bit mode,0,,,,,,,,
uart.rx_count,427,,2,uint16_t,Number of received bytes,0,,,,,,,,
uart.tx_count,429,,2,uint16_t,Number of transmitted bytes,0,,,,,,,,
uart.status.cts,431,,1,,CTS pin state,0,,0,1,,,,,
uart.status.pe,431,,1,,Parity error,0,,1,1,,,,,
uart.status.fe,431,,1,,Framing error,0,,2,1,,,,,
uart.status.nf,431,,1,,Noise detected flag,0,,3,1,,,,,
uart.status.ore,431,,1,,Overrun error,0,,4,1,,,,,
uart.status.res,431,,1,,Reserved bits,1,,5,3,,,,,
rtc.mode.init,432,,1,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
rtc.mode.disable,432,,1,,0:periph is enabled - 1:periph is disabled,1,,1,1,,,,,
rtc.mode.res,432,,1,,Reserved bits,1,,2,6,,,,,
rtc.second,433,,1,uint8_t,Seconds of rtc,0,,,,,VOLATILE,,59,0
rtc.minute,434,,1,uint8_t,Minutes to set of rtc,0,,,,,VOLATILE,,59,0
rtc.hour,435,,1,uint8_t,Hours to set of rtc,0,,,,,VOLATILE,,23,0
rtc.day,436,,2,uint16_t,Days to set of rtc,0,,,,,VOLATILE,,,
rtc.set_second,438,,1,uint8_t,Seconds to set of rtc,1,,,,,,,59,0
rtc.set_minute,439,,1,uint8_t,Minutes to set of rtc,1,,,,,,,59,0
rtc.set_hour,440,,1,uint8_t,Hours to set of rtc,1,,,,,,,23,0
rtc.set_day,441,,2,uint16_t,Days to set of rtc,1,,,,,,,,
rtc.res,443,5,1,uint8_t,Reserved bytes,0,5,,,,,,,
adc.mode.init,448,,1,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
adc.mode.disable,448,,1,,0:periph is enabled - 1:periph is disabled,1,,1,1,,,,,
adc.mode.fast_sample,448,,1,,0:slow sample rate - 1:fastest sample rate,1,,2,1,,,,,
adc.mode.res,448,,1,,Reserved bits,1,,3,5,,,,,
adc.dut_adc.io_type,449,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
adc.dut_adc.pull,449,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
adc.dut_adc.set_level,449,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
adc.dut_adc.level,449,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,,,,
adc.dut_adc.res,449,,1,,Reserved bits,1,,6,2,,,,,
adc.num_of_samples,450,,4,uint32_t,Number of sample in the sum,1,,,,1024,,,1048575,0
adc.index,454,,4,uint32_t,Sample index increases when new sample read,0,,,,,VOLATILE,,,
adc.sample,458,,2,uint16_t,Current 12 bit sample value,0,,,,,VOLATILE,,,
adc.sum,460,,4,uint32_t,Sum of the last num_of_samples,0,,,,,VOLATILE,,,
adc.current_sum,464,,4,uint32_t,Current collection of the sums,0,,,,,VOLATILE,,,
adc.counter,468,,1,uint8_t,Sum counter increases when available,0,,,,,VOLATILE,,,
adc.res,469,11,1,uint8_t,Reserved bytes,0,11,,,,,,,
pwm.mode.init,480,,1,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
pwm.mode.disable,480,,1,,0:periph is enabled - 1:periph is disabled,1,,1,1,,,,,
pwm.mode.res,480,,1,,Reserved bits,1,,2,6,,,,,
pwm.dut_pwm.io_type,481,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
pwm.dut_pwm.pull,481,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
pwm.dut_pwm.set_level,481,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
pwm.dut_pwm.level,481,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,VOLATILE,,,
pwm.dut_pwm.res,481,,1,,Reserved bits,1,,6,2,,,,,
pwm.duty_cycle,482,,2,uint16_t,The calculated duty cycle in percent/100,0,,,,,,,,
pwm.period,484,,4,uint32_t,The calculated period in us,0,,,,,,,,
pwm.h_ticks,488,,4,uint32_t,Settable high time in sys clock ticks,1,,,,256,,,,
pwm.l_ticks,492,,4,uint32_t,Settable low time in sys clock ticks,1,,,,256,,,,
pwm.res,496,16,1,uint8_t,Reserved bytes,0,16,,,,,,,
dac.mode.init,512,,1,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
dac.mode.disable,512,,1,,0:periph is enabled - 1:periph is disabled,1,,1,1,,,,,
dac.mode.res,512,,1,,Reserved bits,1,,2,6,,,,,
dac.dut_dac.io_type,513,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
dac.dut_dac.pull,513,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
dac.dut_dac.set_level,513,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
dac.dut_dac.level,513,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,VOLATILE,,,
dac.dut_dac.res,513,,1,,Reserved bits,1,,6,2,,,,,
dac.level,514,,2,uint16_t,The percent/100 of output level,1,,,,5000,,,,
dac.res,516,12,1,uint8_t,Reserved bytes,0,12,,,,,,,
tmr.mode.init,528,,1,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
tmr.mode.disable,528,,1,,0:periph is enabled - 1:periph is disabled,1,,1,1,,,,,
tmr.mode.trig_edge,528,,1,,0:both - 1:rising - 1:falling,1,,2,2,,,,,
tmr.mode.res,528,,1,,Reserved bits,1,,4,4,,,,,
tmr.dut_ic.io_type,529,,1,,0:high impedance input - 1:push pull output - 2:open drain output,1,,0,2,,,,,
tmr.dut_ic.pull,529,,1,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,2,2,,,,,
tmr.dut_ic.set_level,529,,1,,If output sets gpio level - 0:low - 1:high,1,,4,1,,,,,
tmr.dut_ic.level,529,,1,,Current value of gpio - 0:low - 1:high,1,,5,1,,,,,
tmr.dut_ic.res,529,,1,,Reserved bits,1,,6,2,,,,,
tmr.min_holdoff,530,,2,uint16_t,The minimum amount of time to wait before triggering another event in ns,0,,,,,,,,
tmr.min_tick,532,,4,uint32_t,Minimum tick difference,0,,,,4294967295,,,,
tmr.max_tick,536,,4,uint32_t,Maximum tick difference,0,,,,,,,,
gpio[0].mode.init,540,,2,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
gpio[0].mode.io_type,540,,2,,0:high impedance input - 1:push pull output - 2:open drain output - 3:interrupts and saves event,1,,1,2,,,,,
gpio[0].mode.level,540,,2,,If output sets gpio level - 0:low - 1:high,1,,3,1,,,,,
gpio[0].mode.pull,540,,2,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,4,2,,,,,
gpio[0].mode.tick_div,540,,2,,for trace tick divisor - max should be 16 for interface,1,,6,5,,,,,
gpio[0].mode.res,540,,2,,Reserved bits,1,,11,5,,,,,
gpio[0].status.level,542,,1,,The io level of the pin 0=low 1=high,0,,0,1,,VOLATILE,,,
gpio[0].status.res,542,,1,,Reserved bits,1,,1,7,,,,,
gpio[0].res,543,1,1,uint8_t,Reserved bytes,0,1,,,,,,,
gpio[1].mode.init,544,,2,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
gpio[1].mode.io_type,544,,2,,0:high impedance input - 1:push pull output - 2:open drain output - 3:interrupts and saves event,1,,1,2,,,,,
gpio[1].mode.level,544,,2,,If output sets gpio level - 0:low - 1:high,1,,3,1,,,,,
gpio[1].mode.pull,544,,2,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,4,2,,,,,
gpio[1].mode.tick_div,544,,2,,for trace tick divisor - max should be 16 for interface,1,,6,5,,,,,
gpio[1].mode.res,544,,2,,Reserved bits,1,,11,5,,,,,
gpio[1].status.level,546,,1,,The io level of the pin - 0:low - 1:high,0,,0,1,,VOLATILE,,,
gpio[1].status.res,546,,1,,Reserved bits,1,,1,7,,,,,
gpio[1].res,547,1,1,uint8_t,Reserved bytes,0,1,,,,,,,
gpio[2].mode.init,548,,2,,0:periph will initialize on execute - 1:periph initialized,1,,0,1,,,,,
gpio[2].mode.io_type,548,,2,,0:high impedance input - 1:push pull output - 2:open drain output - 3:interrupts and saves event,1,,1,2,,,,,
gpio[2].mode.level,548,,2,,If output sets gpio level - 0:low - 1:high,1,,3,1,,,,,
gpio[2].mode.pull,548,,2,,pull of the resistor - 0:none - 1:pullup - 2:pulldown,1,,4,2,,,,,
gpio[2].mode.tick_div,548,,2,,for trace tick divisor - max should be 16 for interface,1,,6,5,,,,,
gpio[2].mode.res,548,,2,,Reserved bits,1,,11,5,,,,,
gpio[2].status.level,550,,1,,The io level of the pin - 0:low - 1:high,0,,0,1,,VOLATILE,,,
gpio[2].status.res,550,,1,,Reserved bits,1,,1,7,,,,,
gpio[2].res,551,1,1,uint8_t,Reserved bytes,0,1,,,,,,,
trace.index,552,,4,uint32_t,Index of the current trace,0,,,,,,,,
trace.tick_div,556,128,1,uint8_t,The tick divisor of the event - max should be 16 for interface,0,128,,,,,,,
trace.source,684,128,1,uint8_t,The event source of the event - 0:no source selected - 1:DEBUG0 pin - 2:DEBUG1 pin - 3:DEBUG2 pin,0,128,,,,,,,
trace.value,812,256,2,uint16_t,The value of the event - 0:falling edge interrupt - 1:rising edge interrupt,0,128,,,,,,,
trace.tick,1068,512,4,uint32_t,The tick when the event occurred,0,128,,,,,,,
res,1580,468,1,uint8_t,Reserved bytes,0,468,,,,,,,
